Tweet,Label
"aku mengadu ke dia, tatang marah mengajak aku ke tempat ayato. di sana dia langsung memarahi ayato. ""kamu jadi ketua kelompok tidak becus sekali sih?! malah anggota kamu yang cari buat kerja kelompok sampai babak belur dibohongi preman sekolah!""",Anger
"dia diam-diam benci aku, tapi dia cerita ke orang-orang yang benci dia. dari sepuluh orang yang dia kenal, kira-kira sebelas orang lah yang benci sama dia.",Anger
"tapi aku tidak mau sambil bilang ""kalau buat manas-manasin mantan, mending sama bestie kakak saja biar makin berasa"" dengan nada bercanda. dianya malah marah. dan aku tidak sadar kalau aku sudah ada di tempat nongkrong gengnya. dia memfitnah aku habis-habisan.",Anger
bangsat off target lagi.,Anger
sudah makan belum bang? janganlah marah atau sedih karena kalah.,Anger
"itulah bodohnya cebong. sudah dia yang dibodohi, tetap saja bilang orang lain yang bodoh. kepala otakmu itu cebong.",Anger
kayaknya netizen di tiktok lebih bodoh dibanding netizen media sosial lain.,Anger
"kamu baik, memang aslinya baik, tapi selalu baik ketika keadaan tidak baik-baik saja itu susah. kamu dituntut begitu sempurna saat jadi idol, bisa bikin stres dan depresi. tapi giliran emosimu sedikit demi sedikit bisa dikendalikan.",Anger
bodoh sekali anjing.,Anger
"enemy to lovers-nya bukan yang ""omg dulu aku benci dia tapi karena dia bantu aku jadi deg-degan,"" tapi yang ""aku benci kamu, tapi kalau kamu mati aku bakal hidupin lagi lalu bunuh kamu pakai tangan aku sendiri.""",Anger
itu lengkong bodoh.,Anger
makhamah konstitusi sudah dilapori. hukumannya cuma ditegur. bangsat seperti arteria cuma ditegur tidak mempan.,Anger
makian saja. vvip gampang sekali bodoh seperti itu.,Anger
"lebih sedihnya, di tempat kejadian tidak ada yang menolong abangku. dia menelepon bunda, orang-orang malah menolong perempuan itu dulu. secantik apa dia, abangku dan kakeknya yang robek tidak ditolong.",Anger
pengen marah-marah tanpa sebab.,Anger
pengirim bodoh bikin emosi saja pagi-pagi begini.,Anger
"aku orang kota, tapi setiap pulang kampung waktu pakai legging tiga per empat dilihatin terus, apalagi sama laki-laki. padahal pakai hoodie besar, tetap saja pandangannya ke area pribadi. risih sekali, bodoh. paling aneh, masa aku gowes pakai sepatu malah dibilang ""ra sah nggo sepatu, nyeker saja."" maksudmu apa, anjir, ngatur.",Anger
"aku ngetweet lumayan emosi, sampai thread-nya berantakan begini.",Anger
tuh kan marah.,Anger
"aku mau menyemangati orang-orang, tapi aku sendiri lagi tidak semangat. aduh keenan, kenapa bodoh sekali sih. halo teman-teman, tetap semangat ya, love you.",Anger
"ahay, bocah tengil bodoh, cuma pintar foya-foya habiskan hasil warisan. mumpung masih banyak warisan, teruskan saja halumu.",Anger
"dibilang setia itu tuntutan. aneh sekali. kalau memang sudah sayang, bakal setia dengan sendirinya tanpa diminta. apalagi kalau sudah menikah, harusnya punya kesadaran sendiri untuk setia pada pasangan. bodoh sekali. kesel pagi-pagi sudah dibuat emosi.",Anger
"aku bukan bermaksud biadab, tapi kamu tahu tidak rasanya kalau di rumah, dari semua adik-beradik, orang tua cuma sebut nama aku terus. cari barang tidak ketemu pun marahnya ke aku saja. rasanya seperti aku anak satu-satunya.",Anger
"maaf, tidak dulu deh opininya kak. tidak masuk akal dan hati nurani. sekali dua kali tidak apa-apa, tapi kalau tiap pagi? lebih baik aku rusak hubungan daripada terus-terusan menahan emosi jiwa melawan rekanan yang tidak tahu diri.",Anger
"pak anis for presiden? insyaallah saya dukung. kenapa? karena rekam jejak beliau baik. walaupun beliau pernah dikhianati, beliau tidak dendam dan membalas dengan pekerjaan dan hasil yang baik, bukan cuma omong doang dan bacot, tapi mengedepankan hati dan kecerdasan.",Anger
memang bangsat yang pesta makan duit rakyat. semoga azab perih menimpa kalian.,Anger
otak mesum ya begini nih. bodoh.,Anger
"pret, pencitraanmu sudah sampai ke langit tujuh. pemerintah provinsimu kekurangan dana pajak, kamu hilangkan. itu aneh. aku tidak tahu itu namanya dungu atau bodoh, dua-duanya julukan kamu!",Anger
"lebih baik aku marah daripada benci. kalau sudah benci, tidak mau kenal lagi.",Anger
electro batman memang bangsat.,Anger
"pagi-pagi sudah dibuat emosyen, tidak ngerti pikirannya apa, posting-posting foto cewek. mau marah memang. ya, nyokap sudah tidak ada, tapi mau tidak marah, jujur pengen marah. jujur jadi tidak mood hari ini.",Anger
belum dituduh komunis sudah marah duluan.,Anger
"benci sekali, kepikiran bagian teman yang meninggal. anjing.",Anger
"si bodoh menyalakan lilin semalaman, hasilnya bangun-bangun lilinnya sudah habis.",Anger
"eh anjing, baim mana baim. rada tahu tidak kamu? bangsat. sibuk atau gabut? menyebut oknum-oknum untuk digibah. ya allah, mbabung kamu frik.",Anger
"masih pagi makannya begini. padahal baru beres sikat gigi. perut jadi kembung karena minum air hampir lima ratus mililiter. kemarin tidak makan berat sama sekali. pagi makan roti, di sekolah makan kue dan puding. pulang sekolah tidak ada, cuma tidur. stres sekali menguras emosi. tidur tapi seperti tidak tidur.",Anger
"ramah tamah, rajin marah, tidak mau mengalah.",Anger
harusnya sudah ketebak bakalan banyak seperti ini. tapi tetap saja emosi bacanya.,Anger
entah harus bersyukur karena dikasih tips atau emosi karena secara tidak langsung tertampar kenyataan.,Anger
"bodoh memang, tidak bisa apa-apa kamu zar, cuma jadi beban saja.",Anger
"keluarga besar aku, jangan risau karena kalian termakan hasutan puki lahanat adik-beradik aku. kecuali bapaknya murni. kau hina si syahirah gila, makan gelojoh, hitam, buruk. anak kamu pun gila, bodoh, lebih buruk dari syahirah. anak aku melayani baik anak kamu sialan! - ayah suratman.",Anger
terserah kalian lah. apapun kata kalian pasti dibenarkan oleh yang bodoh.,Anger
"apa-apaan ini trending nft. jijik sekali. kalau mau habiskan uang, habiskan di hal yang tidak membahayakan bumi, bukan seperti ini bodoh.",Anger
aku benci sabtu.,Anger
"dua tweet rj ini bikin emosi, mampir yuk.",Anger
"kecewa aku, bangsat.",Anger
"halah bodoh, hilang juga kamu.",Anger
"sudah lah, kamu itu bodoh jadi mereka mengira kamu menyogok begitu saja.",Anger
kenapa ya hati ini sangat marah ketika pak jokowi difitnah.,Anger
"tidak mau emosi, tahan-tahan.",Anger
"anjing, babi, bangsat, abangku kecelakaan, pelakunya kabur, setan.",Anger
"kamu itu sudah bodoh, pendek, tidak pintar, tidak bisa apa-apa, cuma beban saja, hidup lagi, haha. masih mau hidup kamu zar?",Anger
"sudah mulai mental breakdance. kemarin sempat menjauh sebentar karena tidak ingin bocil terkena vibe negatifku. emosi sekali sampai banting pintu kamar mandi, mandi siram kepala sambil menangis, keluar kamar mandi sudah mendingan lah.",Anger
"pakai rasa, bukan pakai logika. bodoh cara berpikirnya. belajar jangan cuma di youtube.",Anger
"tidak boleh pacaran dulu, nanti mama marah.",Anger
kamu marah tidak kalau dipukul?,Anger
"uish, kena tarik pinjaman lah bang. semester satu buruk, semester tiga tidak dapat pinjaman. selang satu semester. kasus aku, ip semester tiga di bawah dua koma nol, semester lima tidak dapat pinjaman. maka bertahanlah korek tabungan sendiri tanpa pengetahuan keluarga karena takut kena marah, haha.",Anger
kalau bohong aku mau marah pokoknya.,Anger
"iya cakep, emosi sekali rasanya pagi-pagi.",Anger
"arrgh, pagi-pagi emosi.",Anger
si kapitalis politik yang bodoh.,Anger
kamu bodoh sekali deh asli.,Anger
"ah kamu bodoh, malas bacanya.",Anger
"gila ya, emosi aku lihat komentar-komentarnya, anjing.",Anger
lagi benci sekali dengar lagu bucin.,Anger
pertanyaan bodoh.,Anger
"masih bisa menanggapi dengan candaan walaupun dalamnya emosi, haha.",Anger
"kereta milik cm sarawak, abang johari. celaka punya vvip! aku paling benci golongan itu.",Anger
"ingin kesal, tapi benar.",Anger
"hahaha bangsat, tim bingung ini diservice, tapi senin sudah mulai kegiatan. aduh bagaimana ya, layarnya kelap-kelip, takut harus ganti, mahal. takut file hilang kalau diinstal ulang, malas instal ulang lagi, belum dibackup, hari sabtu semua tutup, bodoh.",Anger
kelisa itu memang marah sampai berasap hidung.,Anger
"kenapa ya kalau pc sudah terjual tiba-tiba banyak yang dm tanya masih ada atau tidak, kenapa pas belum terjual tidak ada yang cari? curiga banget, marah.",Anger
"kalau orang sudah benci sama orang yang merokok atau vape, bahkan pakai pod, kayaknya di mana pun tetap benci deh.",Anger
jangan marah.,Anger
sudah tidak emosi tapi lihat kamu reply jadi pengen ngamuk.,Anger
pendukung kadrun bodoh itu.,Anger
tka tidak usah asal bicara kalau tidak tahu budaya orang indonesia. bodoh jangan dipertontonkan. tka buzzerrp dapat berapa receh. dasar mulut kotor.,Anger
benci sekali aku sama kegiatan bangun pagi!,Anger
"memang tidak bisa kalau urusan profesional melibatkan keluarga. terlalu menggampangkan. mau marah, tapi rasa tidak enaknya masih kuat. takut ngaruh ke hubungan keluarga.",Anger
"benci sekali kalau lihat komentar di tiktok, makanya kalau main tiktok jarang buka komentar biar tidak emosi sendiri, haha.",Anger
"sudah tiba-tiba kaitkan malaysia si bodoh libertard ini. tidak ada genosida di malaysia seperti di papua sekarang, haha.",Anger
abang mantannya gemini ya? emosi sekali kayaknya.,Anger
"sudah begini saja nder, serlok sekarang, marahkan emosi pagi-pagi.",Anger
"sudah hampir dua tahun jadi pemerintah, baru sekarang mau bilang tidak setuju. harusnya dari awal sudah bilang tidak setuju, jadi tidak usah terlibat. bodoh.",Anger
hukum penguasa beraninya ke rakyat kecil. bangsat plus bajingan!,Anger
"ribet sekali. sudah paham kok, dipaksakan jadi bodoh tidak paham. hadeh.",Anger
mau marah saja sekarang sudah malas.,Anger
"ini bukan roleplay, dan jelas dong banyak minor. tolong jangan bodoh kirim hal begitu ke base.",Anger
"kalian berdua saudara tapi lagi flirty bodoh begini, aku yang stres.",Anger
"aku sudah lima kali mencoba mendekat, semua ditolak. sedih sekali. sampai depresi. itu lah takut mendekat dulu. efek setelah ditolak itu yang masalah. kalau diterima oke. kalau tidak, sedih, malu, marah semua ada. kadang rasanya capek menghadapi ini.",Anger
"ini yang dicari. bodoh mah jangan marah-marah, tapi healing, haha.",Anger
"hadeh, bodoh sekali.",Anger
"meme tidak jelas. tangga itu step by step prosesnya, harusnya. masa random, bodoh sekali.",Anger
masih pagi bikin emosi saja.,Anger
kamu tidak lebih dari orang iri yang kebetulan bodoh.,Anger
seperti orang bodoh.,Anger
"jadi ingat kemarin, niat masuk kamar mandi mau pakai pembalut, tapi malah pipis. setelah pipis, pembalutnya tidak dipakai. emosi sama diri sendiri.",Anger
"woy tolonglah, kalau lagi bodoh, bodohnya jangan kebangetan.",Anger
"makin ke sini makin ya sudahlah, terserah mau bagaimana. pokoknya kalau sudah dibuat kecewa, ya lepaskan saja, tidak dendam, cukup tahu saja. intinya tidak bisa sama orang yang tidak bisa menghargai orang lain.",Anger
"tidak peduli, marah, ataupun kesal ketika grup lawan memenangkan penghargaan. karena itu, netizen geram dengan tingkah ""sok hebat"" dari rae. beberapa netizen berkomentar positif maupun negatif, apa-apaan dia!? baru saja debut sudah sok-sokan.",Anger
"kenapa sih, dapat yang tulus maunya yang brengsek dan bodoh.",Anger
tidak suka dengan teman yang memberi tahu sambil marah-marah. tidak bisakah dengan tenang?,Anger
"bayangin saja, ryo: ani sih. aced: tau tuh, kena marah kan. lyan: lah kok aku? berakhir gelut bertiga.",Anger
"tidak perlu menunggu lebaran, minggu depan sudah mengatur-atur orang kerja, keluar rumah dan mengatur shaft masjid lagi. diusik terus, dibuat tidak adil terus. umat islam selain penyabar juga bisa marah. jangan tanya bagaimana kalau sudah marah.",Anger
pagi-pagi bangsat.,Anger
"record of youth, walau aku benci sekali sama endingnya.",Anger
"saraf bin edan, tidak punya malu, bodoh, pendukung pemerintah, sama saja dengan mukidi.",Anger
"kalau pasangannya tahu, bakal marah tidak ya?",Anger
"kucing apa anjing, bangsat.",Anger
bangsat sekali!,Anger
"itu namanya pembodohan. kok mau ya kekerasan dalam rumah tangga dihalalkan demi menutupi aib pria? ini ustazah bodoh. bukannya membela kaum perempuan, malah memberikan kesempatan pria untuk besar kepala.",Anger
"iya bestie, tapi aku seperti orang bodoh kalau online. ini karena banyak yang positif soalnya.",Anger
"rawedi dibenci, ramekso dijadikan teman. jadi dirimu sendiri, berdiri tegak tanpa basa-basi.",Anger
"bukan emosian, mba, tapi memang bikin emosi.",Anger
"kamu yang bodoh, seperti alat kelamin. menjawab tapi tidak rinci, pakar apaan seperti itu, iq 69. memang aku bilang aku ateis? aku cuma menebak skrip kamu, pasti kamu akan bilang aku bukan ateis gara-gara tidak follow akun ateis, dan benar tebakan aku.",Anger
"dulu pernah instal tiktok gara-gara pandemi, iseng di rumah nganggur. tapi begitu lihat komentarnya, aku ikut merasa downgrade. aku miskin, mungkin bodoh, tapi tidak sehina itu, menghujat orang pakai komentar seperti itu.",Anger
serius benci sekali dengan orang yang tidak sabar dan tidak menghargai cuti orang.,Anger
"berarti gravity probe-b sudah menyerah? oke. fix. kamu ini baperan, bodoh, dan ingin terlihat pintar. ngaku panteis, tapi yang dibicarakan perasaan. pakai simbol biar kelihatan ngerti atom, padahal tidak tahu apa-apa. malu aku malu, ketahuan bohong.",Anger
"sudah lama pakai sonicator. kemarin najmi bilang tahu tidak sonicator bisa bikin mandul? aneh sekali dia. lalu tanya ke akmal. akmal bilang iya. benci sekali, tanya ke mereka double check ke google dan adnin, ternyata bohong.",Anger
"dari subuh sudah tidak mood, pas main mobile legends jadi emosi.",Anger
"beginilah kalau punya netizen bodoh. ini bahas bola atau bahas apa? memang lazio tidak di roma? pintar sedikit kenapa? semua harus dijelaskan? kalau tidak paham diam saja, jangan norak!",Anger
"ah kenapa bang mark ganteng sekali bangsat di mv child, pengen aku tidak bisa.",Anger
"kamu mengerti tidak, drun? dia sedang menjalankan tugas sebagai anggota dewan yang mendapat hak imunitas. pendukung kadrun bodoh sekali. kalau edi mulyadi sudah jelas menghina luar biasa merendahkan dengan sebutan binatang dan setan. kamu saja tidak mengerti.",Anger
"pram said ini lagu buat kalian, yang punya rumah tapi terpaksa pergi karena suatu keadaan bangsat itu aku.",Anger
"maklum mereka sudah gila semua. gila cari untung untuk pindah ibu kota, gila cari untung dengan uang aseng, gila cari untung di akhir masa jabatan, lalu sama-sama merampok negara. bangsat.",Anger
agak kesal tapi tidak apa-apa.,Anger
"aku biasa balas dendam, kalau dia main game berlebihan, aku ganggu dia. siapa rasa adil? tiba-tiba.",Anger
"dia marah yae di ship dengan ayato, katanya yae miko berdasarkan yae sakura di honkai yang canonically lesbian. tapi ini kan genshin impact.",Anger
kamu bodoh.,Anger
nah si cewek bodoh ini contoh pengguna tiktok yang kebodohannya sudah sampai dna.,Anger
"tapi meningkat sekali hasilnya. gimana kalau ditanyain? kamu pikir dosen cuma lihat lalu laporan evaluasinya dibungkus gorengan? pasti ditanyain, bambang. bikin naik emosi pagi-pagi.",Anger
"ihh, mau marah!",Anger
ihh kok marah-marah sih.,Anger
"kan bodoh, tidak baca berita sebelumnya malah kelihatan bodohnya juga tidak baca rpjmn. kamu juga bodoh.",Anger
"konyol sekali, ngajak panas-panasan di grup chat. ketemu langsung saja, berantem sekalian ketok kepala. tapi setelah itu beres, tidak ada dendam atau gibah.",Anger
"pas ketemu, tidak jadi marah, malah tambah sayang, hmm.",Anger
"mau marah sekali anjing, dari kemarin mau keluarkan kecoa satu susah sekali kabur terus.",Anger
lepaskanlah hati dan pikiranku dari keterikatan yang membuatku mudah marah dan berkecil hati.,Anger
paling benci kalau orang tua sudah ngomongin jodoh. aku masih sembilan belas tahun.,Anger
"aku juga dulu dibebaskan sama bapak mau main sampai jam berapa. tapi kalau sampai pagi ya tahu diri. bapak tidak marah yang heboh, tapi diam. ini mending diingatkan. karena sekarang tahu lah, tidak ada tempat aman buat perempuan.",Anger
memang dasarnya bodoh semua yang komentar begitu.,Anger
"bodo amat, bulan lalu terakhir aku pinjamin kamu uang. itu dua koma tujuh juta aku balikin dulu, bangsat.",Anger
"kamu sih protes, jadi kena marah, kan.",Anger
"woilah, pagi-pagi bikin emosi anjing.",Anger
"sek pagi sudah emosi, sudah mau tiga hari tidak bisa login.",Anger
"balas dendam, biar yakin kalau suami istri bisa saling menutup aib.",Anger
"dia pasti merasa sangat bersalah sama sone, dasar agensi bangsat.",Anger
"aku bangun-bangun jam enam empat puluh lima, panik sekali anjing. sudah siap-siap mau tidak mandi ke sekolah, eh ternyata hari ini libur karena guru ada yang meninggal. bangsat memang. sudah panik sekali anjing.",Anger
"wkwkwk iya benar-benar emosi kalau lihat nino dibanding irvan, dengan ketidak tahu diri dan magadirnya itu buat kesel.",Anger
"emosi juga lihat banyak postingan dari pemilik kucing yang kematian akibat virus parvo. bukan emosi sedih, emosi marah. tolonglah vaksin kucing. dulu aku juga tidak tahu pentingnya vaksin untuk kucing.",Anger
pagi-pagi sudah emosi.,Anger
"hidup di negara isinya kenthu saja, bangsat.",Anger
"bersin sedikit aku parno mau swab, astaga benci sekali omicron bikin hidup tidak tenang.",Anger
dari tadi absen harus emosi dulu baru sidik jari benar-benar terbaca.,Anger
aku benci sekali sama mantan.,Anger
"yang dari kota sebelah kena penjara delapan bulan, denda dua puluh juta gegara kerumunan. yang ini? kok bisa ya? maaf, saya orang biasa yang bodoh, tidak mengerti. atau jangan-jangan saya ini yang dibodoh-bodohi dengan begini?",Anger
"halah, nanti pas aku jawab, dibilang nyontek google lagi. jawab salah, tidak jawab salah. oalah, susah memang debat sama banci bodoh seperti ini, aku malu sekali, haha.",Anger
"memang benar, bangsat.",Anger
"yang komentar buruk ini benar-benar ada masalah dengan otaknya kayaknya, bodoh sekali.",Anger
"ini rcpc tidak ada kabar comeback? sudah waktunya, bodoh.",Anger
"punya teman yang datang pas butuh doang, giliran kita butuh malah hilang kayak diculik setan. pagi-pagi sudah buat emosi, anjing.",Anger
"kenapa bisa ada orang terserah-terserah, capek anjing. kalau ditanya jawab dong iya atau tidak, mau atau tidak. ya allah, emosi aku.",Anger
pagi-pagi sudah emosi gara-gara baca 2ha.,Anger
"kalau aku isi seperti ini bisa-bisa habis diambil ponakan aku terus dibagikan ke teman-temannya. baik sekali, agak bodoh dia.",Anger
"kamu benci jamet sebenarnya, bukan pengendara motor.",Anger
bangsat!,Anger
"wanita ini pamer ogah beri tip ke pelayan, ternyata balas dendam karena pernah jadi korban ghosting.",Anger
"simpanse memiliki kecerdasan yang mirip dengan manusia - mampu menampilkan berbagai emosi, mengenali diri sendiri di cermin dan bisa belajar bahasa isyarat untuk berkomunikasi dengan manusia. bagaimana dengan manusia yang masih bodoh dan betah jadi jongos penguasa dan cukong?",Anger
"tidak tahu lagi, tidak ada lagi tempat buat curhat, tidak ada lagi tempat buat cerita karena satu-satunya tempat sudah disia-siakan, bodoh.",Anger
"otak kaummu yang bodoh. pakai sumber yang nasional, drun.",Anger
"aku mendukung keduanya, tapi kalau gatekeeping itu bodoh.",Anger
"bagus, tapi mau marah.",Anger
semua harus dibayar dengan balas dendam - sasuke uchiha.,Anger
"terlalu fanatik pun susah, akhirnya kelihatan seperti orang bodoh.",Anger
"iya, aku malah makin jengkel.",Anger
"nonton film, antagonisnya ngeselin, ""benci sekali aku lihat muka kamu, jijik pengen aku ludahin.""",Anger
"halah, bacot mulu si tua bodoh. jawab dulu orang panteis itu harus seperti apa, pengertian panteis yang tidak nyontek google itu bagaimana. kok jauh banget sampai ke ui/ugm. ini kita bahas apa sih? makin tidak nyambung gara-gara kamu. jangan baper karena cewek viktor, malu sama alat kelamin.",Anger
"manusia bodoh, sama anak kecil saja begitu. kalau tidak suka ya skip saja. jangan rasis begitu, setan.",Anger
lagi marah.,Anger
"kenapa alternate universe yang aku baca masih ongoing, aku kesal.",Anger
"kalau aku marah, ngambek. kalau aku balas atau jawabnya singkat-singkat dan akhirnya cuekin kamu, itu artinya aku pengen kamu peka, perhatian, dan peduli.",Anger
"goblok bin bodoh. kalau kamu ateis, kamu akan follow akun-akun sains, bukan akun perasaan. bahkan dalam berbohong pun kamu bodoh sekali. sekarang ngaku ateis? iya?",Anger
"mantep tri, tidak seperti bank mandiri. bodoh sekali ditanya beda orang jawabannya tidak jelas dan muter-muter. memang swasta didikannya beda sama plat merah. asli kesal sekali, pulsa habis banyak cuma untuk call center bodoh.",Anger
"kalau tiba-tiba mba-nya bilang mau putus sekolah, sepertinya bukan cuma emak yang marah, bapakku juga marah besar, jangan lupa tetangga pun pasti heboh, haha.",Anger
"jangan bodoh merasa baik-baik saja seakan tidak peduli, dasar bodoh.",Anger
"itu tukang sate bodoh sekali. masa bara api dikipas, sampai mampus juga tidak bakal dingin.",Anger
mending kamu baca dm aku biar aku pagi-pagi tidak emosi.,Anger
"kalau ini bukan pick me girl lagi, ini lebih ke tolol sekali, anjing girl.",Anger
rich itu sudah lama sekali menghapus sebagian memorinya. sepertinya dia benci sekali dengan memori itu dan tidak mau mengingat.,Anger
"saya tidak habis pikir, petani kita sudah dibegitukan, tapi masih saja mau pilih yang itu lagi dan lagi. dikasih tahu malah marah, kapan sadarnya?",Anger
bodoh sekali petik-petik nama aku.,Anger
"aku akan terus ingat bapak itu sampai aku bisa tumbuk mukanya, bodoh. ingat aku ini tidak punya muka kah? selamanya babi betul, kurang ajar.",Anger
"cjr bangsat! perusak moral! masih kecil sudah ngajarin cinta-cintaan, belum sunat saja sombong! pergi ke laut saja! ",Anger
"kesal sekali apalagi dimasukkan ke grup tidak jelas seperti ini. rasanya emosi sekali, kenal juga tidak, hadeh.",Anger
"kenapa aku benci sekali pembelajaran tatap muka saat seperti ini, karena adik sudah mulai sekolah tatap muka dan dapat kabar teman-teman sekolahnya sakit massal. banyak yang sakit, tidak tahu apakah karena covid atau bukan, yang jelas adik aku juga tiba-tiba sakit dan aku berasumsi awalnya dari sekolah.",Anger
"enak sekali, bangsat, bisa-bisanya dibilang gagal.",Anger
demi allah benci sekali sama gwinam.,Anger
"baru mau sedih kenapa ditutup, endingnya bikin emosi. semoga harimu senin terus.",Anger
aku benci pendidikan kewarganegaraan.,Anger
benci sekali.,Anger
"bangun tidur lihat fans kamu marah-marah, taunya hadeh.",Anger
"bangsat, aku lagi nyanyi-nyanyi di dapur ternyata ada orang luar yang lihat dari pintu dapur.",Anger
"wordle, bodoh sekali nebak huruf lain di percobaan ketiga.",Anger
"iya, anjing, ngakak sampai harus menampar diri sendiri, seperti hidup kamu, bodoh.",Anger
capek sekali bacain opini orang bodoh.,Anger
"tolong jangan bikin emosi pagi-pagi, aku lagi puasa.",Anger
"cuih, benci sekali sama yang jualan agama basi.",Anger
"dih, bodoh.",Anger
benar-benar kalau lagi emosi tidak ada yang bisa kontrol. tapi ujungnya selalu ada yang ngalah duluan buat bilang maaf.,Anger
"berantakan ini dasarnya apa kok tiap hari bicara bodoh terus, seolah pekerjaan sipil itu sesuatu yang tidak mungkin bisa dikerjakan. jokowi yang katanya sarjana kehutanan saja bisa bikin tol langit dan tol laut.",Anger
boleh ngomong bangsat tidak sih? masih pagi sudah emosi jiwa.,Anger
"short au leejeno sudah selesai, bikin emosi.",Anger
"bacot, bangsat.",Anger
"tweet yang sangat membuat kesel. bodoh dipelihara tidak beranak, dodol.",Anger
marah.,Anger
"astronomi? iya, memang aku mengikuti. kamu memang bodoh sekali cuma menyimpulkan dari following akun aku. berarti aku bukan ateis karena tidak follow akun ateis? begitu logikamu? logika cacat pakar kok cacat.",Anger
"iya kan dia adiknya, anjing? bagaimana sih maksudmu, anjing? masih pagi, jangan buat emosi, bangsat.",Anger
"bangsat, dikira aku hidup cuma buat suami? gila ya.",Anger
"dulu marah-marah, sekarang diam saja tapi marahnya ke yang dipercaya.",Anger
"anaknya jadikan model saja, bund, biar bisa balas dendam.",Anger
masih pagi sudah ada saja yang menyalakan api emosi.,Anger
"anjing, ada saja yang bikin emosi baca ini pagi-pagi.",Anger
"aku sudah sabar ya, tidak marah-marah atau mengatai. jangan melunjak.",Anger
hanya orang bodoh yang menanggapi serius.,Anger
"berkoar-koar sajalah, yang seperti ini sudah disumpal pakai duit. termasuk yang ngamuk-ngamuk disebut jin buang anak. jin saja tidak marah kok, yang manusianya ngamuk-ngamuk. sadarkah kalian itu sudah diprovokasi? di kampung aku juga ada tempat seperti itu.",Anger
"sejujurnya pengen marah karena dia mendadak ikut masuk mobil. yang ditakutkan bukan diri sendiri sakit, tapi takut bawa penyakit ke orang rumah.",Anger
marah.,Anger
"lebih marah aku, kenapa kamu membangunkan.",Anger
marah pada diri sendiri.,Anger
pagi-pagi pasti emosi.,Anger
benci sekali aku sama yang jualan agama. agama cuma topeng.,Anger
pagi-pagi sudah dibikin emosi saja sama skuad ferrari.,Anger
"saya bohong dari mana? saya sudah ngaku saya pemuja fall guys dari kemarin. saya bukan panteis. kamu lupa? dasar tua bangka najis. sudah mabuk agama, banci, tidak bisa ngaceng, pikun pula. jelaskan letak bohong saya di mana. palingan nanti ngatain saya cewek bodoh lagi. menjijikkan.",Anger
"jangan kasih aku aturan di luar kemampuanku, kamu bukan siapa-siapa, bodoh.",Anger
"iya, anjing, benci sekali.",Anger
bikin emosi saja pagi-pagi.,Anger
"aku sudah pernah menonton kisah seperti ini sebelumnya, dan aku benci endingnya.",Anger
"memang paling benar pagi-pagi tidak usah buka twitter, emosi anjing.",Anger
"ekspresif marah di timeline iya, ke teman juga iya.",Anger
"dinamika sosial media alternate universe joongdok tidak jauh dari serangan fisik lahir batin. selamat pagi, saya bawa kisah kebodohan (fresh from the oven) seseorang yang memang pantas dikatai bodoh. tidak sanggup lagi aku, anjing.",Anger
"oalah, masih pagi sudah dibikin emosi.",Anger
kapan kamu tidak lagi jadi penjilat. manusia paling bodoh di indonesia adalah ruhut.,Anger
"pagi-pagi sudah rusak mood. mau orang tolong kamu tidak perlu marah-marah. orang ikhlas jadi terpaksa pula, hadeh.",Anger
"malas sekali, masih pagi sudah ada saja yang bikin gondok, hadeh, emosi.",Anger
"kamu paling susah diajak ayo sih, bangsat.",Anger
dijamin emosi.,Anger
"tiba-tiba dikirimi kuis tebak mana fotoku dan salah nebak, malah marah-marah. kan tidak kelihatan.",Anger
tinggal like saja bisa kok marah.,Anger
"jangan jadi orang bodoh lah, anjing. semua orang tahu kalau kamu melakukan salah. semua orang tahu kalau kamu sampah, bajingan. jadi jangan mengharapkan belas kasih dari orang yang sudah kamu kecewakan.",Anger
"kadang-kadang suka bingung sama cewek yang cari sugar daddy, pengennya yang baik, tulus, pengertian, giliran diperlakukan tidak mau. ya itu bapak kamu kan bukan, tolol kalau konteksnya sama.",Anger
dengar suara orang makan ngecap asli emosi sekali.,Anger
"ya allah, kenapa sih pagi-pagi sudah dibikin emosi. tolonglah, ini akhir pekan, kalau mau pulang ya pulang saja, tidak usah tanya-tanya aku, aku jadi ikut mikir.",Anger
"bodoh sekali tidak sadar dengan diri sendiri. orang bilang jenis tidak tahu bersyukur. diberi sebanyak apa pun tetap tidak akan cukup. mau ada hati pula mau menghabisi aku. benar-benar bodoh. nanti orang tua tidak ada, semua aku potong namanya.",Anger
benci rasanya harus bertengkar dengan perasaan diri sendiri.,Anger
"aduh, benci sekali last minute tidak mau mengumpulkan.",Anger
"tau sendiri finishingnya buruk sekali, padahal di lapangan menguasai pertandingan. menyesalkan absen trofi lagi musim ini, capek benar.",Anger
"mana katanya menghargai keberadaan aku? kalau minta maunya dituruti, giliran aku minta tidak dituruti. giliran aku marah, aku juga yang salah. hadeh, ya allah.",Anger
"kamu tahu seberapa kesalnya aku? di aplikasi tidak ada sama sekali paketnya, harus cek riwayat dan rekomendasi baru kelihatan. kan tidak jelas bikin emosi pagi-pagi. benci sekali pakai aplikasi tidak jelas.",Anger
sudah unfollow akun facebook kamu. ingat aku bodoh?,Anger
"si bodoh sudah tahu gebetannya tidak mengerti bahasa inggris, malah kode pakai lagu barat.",Anger
"bodoh sekali anda, liga spanyol nomor satu siapa?",Anger
